UIDN,OIDN,Ondernemingsnr,Maatschappelijke_naam,Commerciele_naam,Afgekorte_naam,Ondernemingsnr_maatsch_zetel,Type_onderneming,Rechtsvorm,Rechtstoestand,KBO_Straat,KBO_Huisnr,KBO_Busnr,KBO_Postcode,KBO_Gemeente,AR_straat,AR_huisnr,AR_busnr,AR_postcode,NACE_hoofdact_BTW,NACE_versie_BTW,Omschrijving_hoofdact_BTW,Aantal_hoofdact_BTW,NACE_hoofdact_RSZ,NACE_Versie_RSZ,Omschrijving_hoofdact_RSZ,Aantal_Hoofdact_RSZ,Personeelsklasse,Datum_inschrijving,Startdatum,longitude,latitude
10265754,6001411,2356118617,DOMUS KERVYN,DOMUS KERVYN, ,1006011645, , , ,Industriepark Brechtsebaan,14, ,2900,Schoten,Industriepark Brechtsebaan,14, ,2900, , , ,0, , , ,0, ,2024-02-27T00:00:00Z,2024-02-14T00:00:00Z,4.51205027,51.26331174
10265895,6001552,2356528787,TE BOEK,TE BOEK, ,1006384106, , , ,André Ullenslei,29, ,2900,Schoten, , , , , , , ,0, , , ,0, ,2024-03-07T00:00:00Z,2024-02-23T00:00:00Z,2.30668925,49.2933354
10265916,6001573,2356532252,"Debois, Alexander", , ,1006816844, , , ,Sint-Benedictusdreef,14, ,2900,Schoten,Sint-Benedictusdreef,14, ,2900, , , ,0, , , ,0, ,2024-03-07T00:00:00Z,2024-04-02T00:00:00Z,4.52868273,51.24752479
10267311,6002968,2296034441,Spider Security Group,J & W Security, ,0737871872, , , ,Jagersdreef,4 B, ,2900,Schoten,Jagersdreef,4, ,2900, , , ,0,43211,2025,Algemene elektrotechnische installatiewerken,1, ,2019-11-29T00:00:00Z,2019-11-20T00:00:00Z,4.5467473,51.29619414
10267478,6003135,2296480740,Avoriks,Avoriks, ,0738498810, , , ,Wilgendaalstraat,14, ,2900,Schoten,Wilgendaalstraat,14, ,2900, , , ,0, , , ,0, ,2019-12-12T00:00:00Z,2019-12-12T00:00:00Z,4.4964415,51.25376915
10267749,6003406,2297309990,Cruz Montage,Cruz Montage, ,0740754059, , , ,Laarsebeekdreef,25, ,2900,Schoten,Laarsebeekdreef,25, ,2900, , , ,0, , , ,0, ,2020-01-07T00:00:00Z,2020-01-06T00:00:00Z,4.50751184,51.28475558
10268300,6003957,0666929042,"Vereniging van Mede-eigenaars van de ""Residentie Nelson"" te Schoten, Edisonplein 5", , , ,Rechtspersoon,Vereniging van Mede-eigenaars,Normale toestand,Edisonplein,5, ,2900,Schoten,Edisonplein,5, ,2900, , , ,0, , , ,0, ,2016-12-05T00:00:00Z,1995-08-01T00:00:00Z,4.50088467,51.25323565
10268382,6004039,0667811841,"Vereniging van Mede-eigenaars van de ""Residentie Rubens"" te Schoten, Cornelius De Vosstraat 13", , , ,Rechtspersoon,Vereniging van Mede-eigenaars,Normale toestand,Cornelius De Vosstraat,13, ,2900,Schoten,Cornelius De Vosstraat,13, ,2900, , , ,0, , , ,0, ,2016-12-19T00:00:00Z,1995-08-01T00:00:00Z,4.46607558,51.248983
10270563,6006220,2289008968,De Lorken,De Lorken, ,0726771312, , , ,Lariksdreef,4, ,2900,Schoten,Lariksdreef,4, ,2900, , , ,0, , , ,0, ,2019-05-15T00:00:00Z,2014-05-13T00:00:00Z,4.52155486,51.26168137
10270921,6006578,2290695976,Merlin Tripoli,Merlin Tripoli, ,0890888679, , , ,Heidebloemlei,48, ,2900,Schoten,Heidebloemlei,48, ,2900, , , ,0, , , ,0, ,2019-07-04T00:00:00Z,2007-07-17T00:00:00Z,4.51585838,51.25672781
10270939,6006596,2290702411,"Meeussen, Koen",wesomeso, ,0728927680, , , ,Churchilllaan,214, ,2900,Schoten,Churchilllaan,214, ,2900, , , ,0, , , ,0, ,2019-07-04T00:00:00Z,2019-06-27T00:00:00Z,4.48637713,51.25003
10270991,6006648,2290720326,Het Voetenhuys,Het Voetenhuys, ,0728733779, , , ,Villerslei,31, ,2900,Schoten,Villerslei,31, ,2900, , , ,0,86994,2025,Activiteiten op het gebied van voetzorg en -problematiek,1, ,2019-07-04T00:00:00Z,2019-06-21T00:00:00Z,4.50934123,51.25237762
10271047,6006704,2291153955,PROMETHEUS,PROMETHEUS, ,0880785833, , , ,Fortbaan,7, ,2900,Schoten,Fortbaan,7, ,2900, , , ,0, , , ,0, ,2019-07-16T00:00:00Z,2006-04-13T00:00:00Z,4.52130711,51.27429119
10273202,6008859,2358059409,Optiport,Optiport, ,1005775281, , , ,Narcislaan,19, ,2900,Schoten,Narcislaan,19, ,2900, , , ,0, , , ,0, ,2024-04-11T00:00:00Z,2024-02-08T00:00:00Z,4.50915041,51.25983704
10273514,6009171,2358713861,ASKO EUROPE,ASKO EUROPE, ,1006495556, , , ,Brechtsebaan,583, ,2900,Schoten,Brechtsebaan,583, ,2900, , , ,0, , , ,0, ,2024-04-26T00:00:00Z,2024-04-01T00:00:00Z,4.53810544,51.28972381
10273563,6009220,2358723264,"Waeterschoot, Louise", , ,1007875035, , , ,Edelweissbaan,2, ,2900,Schoten,Edelweissbaan,2, ,2900, , , ,0, , , ,0, ,2024-04-29T00:00:00Z,2024-04-02T00:00:00Z,4.51949898,51.27508538
10273573,6009230,2358724947,MOKASE SERVICE COMPANY,MOKASE SERVICE COMPANY, ,1008595211, , , ,Metropoolstraat,9E, ,2900,Schoten,Metropoolstraat,9A, ,2900, , , ,0, , , ,0, ,2024-04-29T00:00:00Z,2024-04-19T00:00:00Z,4.4814427,51.24150376
10274851,6010508,2298665616,VIJA CONSULTING,VIJA CONSULTING, ,0742501346, , , ,Nerviërslei,33, ,2900,Schoten, , , , , , , ,0, , , ,0, ,2020-02-05T00:00:00Z,2020-01-24T00:00:00Z,2.30668925,49.2933354
10275956,6011613,0675395261,Isabel Chys, , , ,Rechtspersoon,Commanditaire vennootschap,Normale toestand,Kromvendreef,69, ,2900,Schoten,Kromvendreef,69, ,2900, , , ,0, , , ,0, ,2017-05-03T00:00:00Z,2017-05-03T00:00:00Z,4.52616676,51.27408616
10276387,6012044,0673800305,"Vereniging van Mede-eigenaars van het gebouw Blok B te 2900 Schoten, Ridder Walter Van Havrelaan 92", , , ,Rechtspersoon,Vereniging van Mede-eigenaars,Normale toestand,Ridder Walter Van Havrelaan,92, ,2900,Schoten,Ridder Walter Van Havrelaan,92, ,2900, , , ,0, , , ,0, ,2017-04-03T00:00:00Z,1995-08-01T00:00:00Z,4.49005497,51.25359956
10278363,6014020,2294178969,MAXGIL,MAXGIL, ,0729742876, , , ,Valkenlaan,19, ,2900,Schoten,Valkenlaan,19, ,2900, , , ,0, , , ,0, ,2019-10-09T00:00:00Z,2019-07-03T00:00:00Z,4.52058742,51.2452238
10280571,6016228,2359544992,"Bruynseels, Johan",Johan Bruynseels Consulting, ,1009419216, , , ,Antoon Wolfsstraat,9A,10,2900,Schoten,Antoon Wolfsstraat,9A,10,2900, , , ,0, , , ,0, ,2024-05-23T00:00:00Z,2024-08-01T00:00:00Z,4.48815949,51.25396013
10280656,6016313,2359747308,"Van de Velde, Jeroen",Jeroen Van de Velde, ,1009646868, , , ,Frans Reinemundlei,10, ,2900,Schoten,Frans Reinemundlei,10, ,2900, , , ,0, , , ,0, ,2024-05-29T00:00:00Z,2024-06-01T00:00:00Z,4.52984684,51.25702968
10280742,6016399,2359956748,GUSTO, , ,0466690160, , , ,Kopstraat,346-348, ,2900,Schoten,Kopstraat,346, ,2900, , , ,0, , , ,0, ,2024-06-04T00:00:00Z,2023-01-02T00:00:00Z,4.50488451,51.26116279
10282305,6017962,2300785659,KONINKLIJKE TENNISCLUB SCHOTEN VZW, , ,0410637424, , , ,Kasteeldreef,42,6,2900,Schoten,Kasteeldreef,42, ,2900, , , ,0, , , ,0, ,2020-04-03T00:00:00Z,1966-03-30T00:00:00Z,4.48855463,51.24557886
10282648,6018305,2301767042,DR. BART WOLLAERT,DR. BART WOLLAERT, ,0476601382, , , ,Pelikaandreef,6, ,2900,Schoten,Pelikaandreef,6, ,2900, , , ,0,86220,2025,Activiteiten van medisch specialisten,1, ,2020-05-07T00:00:00Z,2003-06-05T00:00:00Z,4.49248233,51.27864257
10284456,6020113,0687077724,STORMS JAN & VAN MOL MARIA, , , ,Rechtspersoon,Vennootschap of vereniging zonder rechtspersoonlijkheid,Normale toestand,Neerhoeve,9/8, ,2900,Schoten,Neerhoeve,9,8,2900, , , ,0, , , ,0, ,2003-01-19T00:00:00Z,1980-05-01T00:00:00Z,4.48720449,51.25124816
10284771,6020428,0684913634,Het Vlindertje, , , ,Rechtspersoon,Besloten Vennootschap,Normale toestand,Gasketelplein,2, ,2900,Schoten,Gasketelplein,2, ,2900, , , ,0,88911,2025,Kinderdagverblijven en crèches,1,10 tot 19,2017-11-22T00:00:00Z,2017-11-22T00:00:00Z,4.50478098,51.25629603
10285157,6020814,0688669118,DOKTER STIJN HEYMAN, , , ,Rechtspersoon,Besloten Vennootschap,Normale toestand,Spreeuwenlei,7, ,2900,Schoten,Spreeuwenlei,7, ,2900, , , ,0, , , ,0, ,2018-01-19T00:00:00Z,2018-01-19T00:00:00Z,4.539826,51.26407976
10285426,6021083,2295892604,MARETMAT,MARETMAT, ,0737831191, , , ,Trevierenlei,14, ,2900,Schoten,Trevierenlei,14, ,2900, , , ,0, , , ,0, ,2019-11-26T00:00:00Z,2019-11-19T00:00:00Z,4.52664866,51.26844298
10285801,6021458,2297187553,ADVOCAAT MARTE DE CALUWÉ,ADVOCAAT MARTE DE CALUWÉ, ,0740605688, , , ,Kuipersakkerstraat,101, ,2900,Schoten,Kuipersakkerstraat,101, ,2900, , , ,0, , , ,0, ,2020-01-06T00:00:00Z,2019-12-31T00:00:00Z,4.51082515,51.24940512
10285959,6021616,0692697586,BC Living, , , ,Rechtspersoon,Besloten Vennootschap,Normale toestand,Buizerddreef,9, ,2900,Schoten,Buizerddreef,9, ,2900, , , ,0,68310,2025,Bemiddeling in verband met exploitatie van en handel in onroerend goed,1,1 tot 4,2018-03-20T00:00:00Z,2018-03-20T00:00:00Z,4.49223253,51.27170295
10287972,6023629,2361207949,Tess Mathis,Tess Mathis, ,1007508217, , , ,Houthakkersdreef,4B, ,2900,Schoten,Houthakkersdreef,4B, ,2900, , , ,0, , , ,0, ,2024-07-08T00:00:00Z,2024-03-25T00:00:00Z,4.54136719,51.30106723
10288265,6023922,2361815782,Voetjes op de grond,Voetjes op de grond, ,1011889251, , , ,Zilverstraat,15, ,2900,Schoten,Zilverstraat,15, ,2900, , , ,0, , , ,0, ,2024-07-24T00:00:00Z,2024-07-08T00:00:00Z,4.52418425,51.26284191
10288411,6024068,0789949687,UROLOGIE PRAKTIJK KLAVER, , , ,Rechtspersoon,Besloten Vennootschap,Normale toestand,Eekhoornlei,12, ,2900,Schoten,Eekhoornlei,12, ,2900, , , ,0, , , ,0, ,2022-08-25T00:00:00Z,2022-08-25T00:00:00Z,4.52542014,51.26096694
10289356,6025013,0686726445,"Vereniging van Mede-eigenaars van de ""Residentie Van Dijck"" te Schoten, Eethuisstraat 7", , , ,Rechtspersoon,Vereniging van Mede-eigenaars,Normale toestand,Eethuisstraat,7, ,2900,Schoten,Eethuisstraat,7, ,2900, , , ,0, , , ,0, ,2017-12-21T00:00:00Z,1995-08-01T00:00:00Z,4.46531,51.24949902
10289572,6025229,2302432877,Clavani Consultancy,Michael Van Impe Consultancy, ,0746739949, , , ,Kunstlei,20, ,2900,Schoten,Kunstlei,20, ,2900, , , ,0, , , ,0, ,2020-05-25T00:00:00Z,2020-05-07T00:00:00Z,4.53534968,51.26599941
10289639,6025296,2302445151,"Mertens, Kelly", , ,0815803058, , , ,Eugeen Verbiststraat,17, ,2900,Schoten,Eugeen Verbiststraat,17, ,2900, , , ,0, , , ,0, ,2020-05-26T00:00:00Z,2004-04-01T00:00:00Z,4.46632935,51.25203179
10289750,6025407,2302946680,"Bergmans, Nele",Illustralief, ,0747963733, , , ,Esdoorndreef,6, ,2900,Schoten,Esdoorndreef,6, ,2900, , , ,0, , , ,0, ,2020-06-08T00:00:00Z,2020-06-02T00:00:00Z,4.51612338,51.27809333
10289818,6025475,2302965585,"Wuyts, David", , ,0815234520, , , ,Columbuslei,2, ,2900,Schoten,Columbuslei,2, ,2900, , , ,0, , , ,0, ,2020-06-08T00:00:00Z,1998-01-01T00:00:00Z,4.53001572,51.27046158
10289822,6025479,2302967763,"van Mol, Marc",VAN MOL MARC, ,0687027343, , , ,Calesbergdreef,2,A,2900,Schoten,Calesbergdreef,2, ,2900, , , ,0, , , ,0, ,2020-06-08T00:00:00Z,2020-01-01T00:00:00Z,4.46937533,51.25035686
10289885,6025542,2303262822,CKVN,CKVN, ,0748423888, , , ,Frans Reinemundlei,23A, ,2900,Schoten,Frans Reinemundlei,23A, ,2900, , , ,0, , , ,0, ,2020-06-15T00:00:00Z,2020-06-10T00:00:00Z,4.5293616,51.25974075
10290084,6025741,2303852740,Hacedor,Hacedor, ,0748706871, , , ,Quinten Matsijsstraat,28, ,2900,Schoten,Quinten Matsijsstraat,28, ,2900, , , ,0, , , ,0, ,2020-06-29T00:00:00Z,2020-06-18T00:00:00Z,4.47552066,51.24484889
10291241,6026898,0686627564,PARO, , , ,Rechtspersoon,Private stichting,Normale toestand,Churchilllaan,78,9,2900,Schoten,Churchilllaan,78,9,2900, , , ,0, , , ,0, ,2017-12-19T00:00:00Z,2017-12-19T00:00:00Z,4.49219564,51.25060747
10291249,6026906,0686631128,Greenriders Antwerp, , , ,Rechtspersoon,Vereniging zonder winstoogmerk,Normale toestand,Elegastlaan,1, ,2900,Schoten,Elegastlaan,1, ,2900, , , ,0, , , ,0, ,2017-12-19T00:00:00Z,2017-12-19T00:00:00Z,4.51741744,51.26088329
10291611,6027268,0690927238,"Vereniging van Mede-eigenaars van de ""Residentie Breughel"" te Schoten, Eethuisstraat 9", , , ,Rechtspersoon,Vereniging van Mede-eigenaars,Normale toestand,Eethuisstraat,9, ,2900,Schoten,Eethuisstraat,9, ,2900, , , ,0, , , ,0, ,2018-02-26T00:00:00Z,1995-08-01T00:00:00Z,4.4651443,51.24943174
10292046,6027703,0689583787,Dr. A. Van Schaeren, , , ,Rechtspersoon,Besloten Vennootschap,Normale toestand,Dennenlei,12, ,2900,Schoten,Dennenlei,12, ,2900, , , ,0, , , ,0, ,2018-01-30T00:00:00Z,2018-01-30T00:00:00Z,4.52981205,51.26404965
10293124,6028781,2299107757,Monads,Monads, ,0743516876, , , ,Cederlaan,42, ,2900,Schoten,Cederlaan,42, ,2900, , , ,0, , , ,0, ,2020-02-14T00:00:00Z,2020-02-11T00:00:00Z,4.51891187,51.27738181
10295412,6031069,2362829532,MM CLEAN,MM CLEAN, ,1012655353, , , ,Verbertstraat,54, ,2900,Schoten,Verbertstraat,54, ,2900, , , ,0, , , ,0, ,2024-08-28T00:00:00Z,2024-08-21T00:00:00Z,4.49728662,51.2481012
10295415,6031072,2362829928,Rio Mor,Rio Mor, ,1012240233, , , ,Paalstraat,278, ,2900,Schoten,Paalstraat,278, ,2900, , , ,0, , , ,0, ,2024-08-28T00:00:00Z,2024-08-06T00:00:00Z,4.50673217,51.25916623
10295592,6031249,2363242276,De Deckere,De Deckere, ,1012308133, , , ,Alfons Verdijckstraat,50, ,2900,Schoten,Alfons Verdijckstraat,50, ,2900, , , ,0, , , ,0, ,2024-09-06T00:00:00Z,2024-08-08T00:00:00Z,4.50321543,51.24526254
10295821,6031478,2363668383,FINARFIN,FINARFIN, ,1013108085, , , ,Alfons Verdijckstraat,41, ,2900,Schoten,Alfons Verdijckstraat,41, ,2900, , , ,0, , , ,0, ,2024-09-18T00:00:00Z,2024-09-03T00:00:00Z,4.50342242,51.24562804
10296054,6031711,0793874526,Esperanza Cadiz, , , ,Rechtspersoon,Besloten Vennootschap,Normale toestand,Tulpenlaan,15, ,2900,Schoten,Tulpenlaan,15, ,2900, , , ,0, , , ,0, ,2022-11-23T00:00:00Z,2022-11-23T00:00:00Z,4.50822916,51.25779448
10297101,6032758,2304758503,AVENTURE,AVENTURE, ,0748763289, , , ,Adriaan Brouwerstraat,79, ,2900,Schoten,Adriaan Brouwerstraat,79, ,2900, , , ,0, , , ,0, ,2020-07-17T00:00:00Z,2020-06-19T00:00:00Z,4.48085766,51.24371787
10297218,6032875,2305335751,VH Advisory,VH Advisory, ,0750600252, , , ,Churchilllaan,151, ,2900,Schoten,Churchilllaan,151, ,2900, , , ,0, , , ,0, ,2020-08-05T00:00:00Z,2020-07-13T00:00:00Z,4.4876406,51.24962443
10297394,6033051,2305906566,DELTEX,DELTEX, ,0752726532, , , ,Dennenlei,5, ,2900,Schoten,Dennenlei,5, ,2900, , , ,0, , , ,0, ,2020-08-21T00:00:00Z,2020-08-19T00:00:00Z,4.52856725,51.26297887
10297688,6033345,2306758879,AD VIBO,AD VIBO, ,0753451161, , , ,Verbertstraat,18, ,2900,Schoten,Verbertstraat,18, ,2900, , , ,0, , , ,0, ,2020-09-14T00:00:00Z,2020-08-28T00:00:00Z,4.49759741,51.25006418
10298717,6034374,0692815570,"Vereniging van Mede-eigenaars van de"" Residentie Teniers"" te Schoten, Eethuisstraat 3", , , ,Rechtspersoon,Vereniging van Mede-eigenaars,Normale toestand,Eethuisstraat,3, ,2900,Schoten,Eethuisstraat,3, ,2900, , , ,0, , , ,0, ,2018-03-22T00:00:00Z,1995-08-01T00:00:00Z,4.46578194,51.24964774
10298997,6034654,0696926687,Dr. Süleyman Sener Neurochirurgie, , , ,Rechtspersoon,Besloten Vennootschap,Normale toestand,Pauwendreef,7a, ,2900,Schoten,Pauwendreef,7A, ,2900, , , ,0, , , ,0, ,2018-05-30T00:00:00Z,2018-05-30T00:00:00Z,4.495703,51.26877953
10299094,6034751,0697891937,United '76 VZW, ,United '76, ,Rechtspersoon,Vereniging zonder winstoogmerk,Normale toestand,Invalidenlaan,4, ,2900,Schoten,Invalidenlaan,4, ,2900, , , ,0, , , ,0, ,2018-06-13T00:00:00Z,2018-06-13T00:00:00Z,4.4904667,51.24746759
10300179,6035836,2300202570,"Corremans, Jenthe",Beauty Balance by Jenthe, ,0669931884, , , ,van Beethovenlei,22,2,2900,Schoten,van Beethovenlei,22,2,2900, , , ,0, , , ,0, ,2020-03-16T00:00:00Z,2017-01-20T00:00:00Z,4.46386688,51.24788257
10300218,6035875,2300211082,"Fazlyev, Ruslan",RFrenovatie, ,0744932977, , , ,Salvialei,146, ,2900,Schoten,Salvialei,146, ,2900, , , ,0, , , ,0, ,2020-03-16T00:00:00Z,2020-04-01T00:00:00Z,4.45899988,51.24452874
10300328,6035985,2300676385,DOKTER ISABELLE DAS BV,TAXANDRIA HUISARTSENPRAKTIJK, ,0744825386, , , ,Alfons Servaislei,18, ,2900,Schoten,Alfons Servaislei,18, ,2900, , , ,0, , , ,0, ,2020-04-01T00:00:00Z,2020-03-06T00:00:00Z,4.51690382,51.25450181
10300329,6035986,2300676484,DOKTER ISABELLE DAS BV,DOKTER ISABELLE DAS BV, ,0744825386, , , ,Acaciadreef,7, ,2900,Schoten,Acaciadreef,7, ,2900, , , ,0, , , ,0, ,2020-04-01T00:00:00Z,2020-03-06T00:00:00Z,4.53454983,51.27033844
10300436,6036093,2300909977,NXT,NXT, ,0745588124, , , ,Latyrusplein,20, ,2900,Schoten,Latyrusplein,20, ,2900, , , ,0, , , ,0, ,2020-04-08T00:00:00Z,2020-03-23T00:00:00Z,4.5077722,51.25788544
10301872,6037529,0700598138,"""GERLI MTJ""", , , ,Rechtspersoon,Besloten vennootschap met beperkte aansprakelijkheid,Vervroegde ontbinding - vereffening (vrijwillige ontbinding),Schijnparklaan,45, ,2900,Schoten,Schijnparklaan,45, ,2900, , , ,0, , , ,0, ,2018-08-02T00:00:00Z,2018-08-02T00:00:00Z,4.52235769,51.24105056
10301955,6037612,0711717902,Oudervereniging BS Groei!, , , ,Rechtspersoon,Vereniging zonder winstoogmerk,Normale toestand,Lindenlei,27-47, ,2900,Schoten,Lindenlei,27, ,2900, , , ,0, , , ,0, ,2018-10-15T00:00:00Z,2018-10-15T00:00:00Z,4.51561401,51.25085032
10302792,6038449,2364304229,"Cebotariov, Sergiu", , ,1013967229, , , ,Tulpenlaan,8, ,2900,Schoten,Tulpenlaan,8, ,2900, , , ,0, , , ,0, ,2024-10-02T00:00:00Z,2024-10-01T00:00:00Z,4.50861083,51.25762289
10302800,6038457,2364306209,"Durand, Arthur",ArthGraphics, ,1014429661, , , ,Kruiningenstraat,193, ,2900,Schoten,Kruiningenstraat,193, ,2900, , , ,0, , , ,0, ,2024-10-02T00:00:00Z,2024-10-01T00:00:00Z,4.47390998,51.24149231
10304424,6040081,0700959810,"Vereniging van Mede-eigenaars van het gebouw te Schoten, Heikantstraat 41A", , , ,Rechtspersoon,Vereniging van Mede-eigenaars,Normale toestand,Heikantstraat,41A, ,2900,Schoten,Heikantstraat,41A, ,2900, , , ,0, , , ,0, ,2018-08-20T00:00:00Z,2018-05-02T00:00:00Z,4.51027299,51.25408249
10304429,6040086,0700960701,"Vereniging van Mede-eigenaars van het appartementsgebouw te Schoten, hoek Lodewijk Weijtenstraat-Constant Neutjensstraat", , , ,Rechtspersoon,Vereniging van Mede-eigenaars,Normale toestand,Lodewijk Weijtenstraat,ZN, ,2900,Schoten,Lodewijk Weijtenstraat, , , , , , ,0, , , ,0, ,2018-08-20T00:00:00Z,2018-05-16T00:00:00Z,2.30668925,49.2933354
10304948,6040605,2308585350,AK BEHEER,AK BEHEER, ,0753505601, , , ,Liebiglaan,102, ,2900,Schoten,Liebiglaan,102, ,2900, , , ,0, , , ,0, ,2020-10-21T00:00:00Z,2020-08-31T00:00:00Z,4.47502274,51.24279534
10305152,6040809,2309146564,MBF Consulting,Obuli, ,0755665137, , , ,Kopstraat,89, ,2900,Schoten,Kopstraat,89, ,2900, , , ,0, , , ,0, ,2020-11-05T00:00:00Z,2020-10-05T00:00:00Z,4.50633454,51.26332844
10305168,6040825,2309148544,Noyen consulting,Noyen consulting, ,0756915051, , , ,André Ullenslei,52, ,2900,Schoten, , , , , , , ,0, , , ,0, ,2020-11-05T00:00:00Z,2020-10-22T00:00:00Z,2.30668925,49.2933354
10306210,6041867,0700319313,"Vereniging van Mede-eigenaars van de Residentie Lodewijk te Schoten, Lodewijk Weijtenstraat 19-21", , , ,Rechtspersoon,Vereniging van Mede-eigenaars,Normale toestand,Lodewijk Weijtenstraat,19, ,2900,Schoten,Lodewijk Verheijenstraat,19, ,2900, , , ,0, , , ,0, ,2018-07-23T00:00:00Z,2018-04-09T00:00:00Z,4.46799977,51.25093994
10306338,6041995,0703948301,C. & M. VELGE, , , ,Rechtspersoon,Private stichting,Normale toestand,Horstebaan,207, ,2900,Schoten,Horstebaan,207, ,2900, , , ,0, , , ,0, ,2018-09-12T00:00:00Z,2018-09-12T00:00:00Z,4.47350756,51.25919601
10307739,6043396,2302344191,"Niemans, Florian",Florian Niemans, ,0747532181, , , ,Botermelkbaan,28, ,2900,Schoten,Botermelkbaan,28, ,2900, , , ,0, , , ,0, ,2020-05-20T00:00:00Z,2020-05-19T00:00:00Z,4.52967597,51.27140635
10307828,6043485,2302585505,IMMO VH,IMMO VH, ,0747489126, , , ,Botermelkbaan,59, ,2900,Schoten,Botermelkbaan,59, ,2900, , , ,0, , , ,0, ,2020-05-28T00:00:00Z,2020-05-19T00:00:00Z,4.53723624,51.26886847
10307941,6043598,2302851165,"Pintjens, Benny",Escootcenter, ,0747719055, , , ,Thuretstraat,27, ,2900,Schoten,Thuretstraat,27, ,2900, , , ,0, , , ,0, ,2020-06-04T00:00:00Z,2020-06-01T00:00:00Z,4.49842969,51.2547254
10308558,6044215,0721483723,Pegroma, , , ,Rechtspersoon,Vennootschap of vereniging zonder rechtspersoonlijkheid,Normale toestand,Botermelkdijk,500, ,2900,Schoten,Botermelkdijk,500, ,2900, , , ,0, , , ,0, ,2019-02-22T00:00:00Z,2018-02-02T00:00:00Z,4.53599597,51.28225117
10310685,6046342,2366746847,"Gebruers, Christoff",ABC - Antwerp Brick Collective, ,1016596325, , , ,Venstraat,73, ,2900,Schoten,Venstraat,73, ,2900, , , ,0, , , ,0, ,2024-12-03T00:00:00Z,2024-11-25T00:00:00Z,4.5027603,51.25056005
10310701,6046358,2366931741,"Van Gorp, Natalie",CurlyCats, ,1017062618, , , ,Eugeen Verbiststraat,8, ,2900,Schoten,Eugeen Verbiststraat,8, ,2900, , , ,0, , , ,0, ,2024-12-06T00:00:00Z,2025-01-01T00:00:00Z,4.46722633,51.25200201
10310986,6046643,0799694922,TIEMJA, , , ,Rechtspersoon,Vennootschap of vereniging zonder rechtspersoonlijkheid,Normale toestand,Wouwersdreef,13, ,2900,Schoten,Wouwersdreef,13, ,2900, , , ,0, , , ,0, ,2023-03-20T00:00:00Z,2023-03-17T00:00:00Z,4.542477,51.26733439
10312058,6047715,2309702632,LUXURY DETAILING,Luxury Detailing, ,0554836040, , , ,Heikantstraat,129, ,2900,Schoten,Heikantstraat,129, ,2900, , , ,0, , , ,0, ,2020-11-23T00:00:00Z,2014-06-23T00:00:00Z,4.51323152,51.26043037
10312300,6047957,2310258205,"Bostoen, Willem",Willem Bostoen, ,0759554738, , , ,Malpertuuslaan,5, ,2900,Schoten,Malpertuuslaan,5, ,2900, , , ,0, , , ,0, ,2020-12-08T00:00:00Z,2021-01-01T00:00:00Z,4.51648853,51.26325367
10312359,6048016,2310490807,MaJo,MaJo, ,0759783776, , , ,Victor Frislei,51, ,2900,Schoten,Victor Frislei,51, ,2900, , , ,0, , , ,0, ,2020-12-15T00:00:00Z,2020-12-14T00:00:00Z,4.53297631,51.24525751
10312409,6048066,2310502782,LesFillesDeBXL,Nous Deux Fashion, ,0758721330, , , ,Paalstraat,21, ,2900,Schoten,Paalstraat,21, ,2900, , , ,0, , , ,0, ,2020-12-15T00:00:00Z,2020-11-24T00:00:00Z,4.49914471,51.25171569
10312463,6048120,2310737166,Middagconcerten van Antwerpen,Anne Cambier, ,0408547370, , , ,Vijverlei,10, ,2900,Schoten,Vijverlei,10, ,2900, , , ,0, , , ,0, ,2020-12-21T00:00:00Z,1949-04-01T00:00:00Z,4.53390335,51.26008187
10312699,6048356,2311238992,"Liperovski, Aleksandre", , ,0760760211, , , ,Braamstraat,22,5,2900,Schoten,Braamstraat,22,5,2900, , , ,0, , , ,0, ,2021-01-06T00:00:00Z,2021-01-01T00:00:00Z,4.49968735,51.2441943
10312919,6048576,0707539081,Dokter Valerie Droessaert NKO, , , ,Rechtspersoon,Besloten Vennootschap,Normale toestand,Schijnparklaan,18, ,2900,Schoten,Schijnparklaan,18, ,2900, , , ,0, , , ,0, ,2018-09-28T00:00:00Z,2018-09-28T00:00:00Z,4.51755778,51.24488755
10313527,6049184,0707975680,Vijverhof oudervereniging gemeenschapsonderwijs Schoten, ,VOGOS, ,Rechtspersoon,Vereniging zonder winstoogmerk,Normale toestand,August Jonckersstraat,65, ,2900,Schoten,August Jonckersstraat,65, ,2900, , , ,0, , , ,0, ,2018-10-09T00:00:00Z,2018-10-09T00:00:00Z,4.49963866,51.25753406
10314421,6050078,0720854411,MAMA JAMALO, , , ,Rechtspersoon,Private stichting,Normale toestand,Zilverstraat,15, ,2900,Schoten,Zilverstraat,15, ,2900, , , ,0, , , ,0, ,2019-02-18T00:00:00Z,2019-02-18T00:00:00Z,4.52418425,51.26284191
10315289,6050946,2304616070,Motus Event & Lifestyle,Motus Event & Lifestyle, ,0749980937, , , ,Mastendreef,10, ,2900,Schoten,Mastendreef,10, ,2900, , , ,0, , , ,0, ,2020-07-14T00:00:00Z,2020-07-09T00:00:00Z,4.5169185,51.25976928
